Gender,Age,FamilyName,Height,Weight
M,15,Cortez,185.42,92.98636
M,17,Tran,180.34,61.23492
M,16,Holder,172.72,62.5957
F,16,Wood,160.02,81.64656
F,15,Young,157.48,46.26638
M,15,Copeland,180.34,70.30676
M,17,Strong,182.88,83.91452
F,15,Blanchard,170.18,56.699
M,15,Mueller,180.34,86.18248
F,15,Huang,160.02,51.2559
F,15,Hester,160.02,56.699
F,18,Woods,162.56,54.43104
F,19,Dominguez,154.94,54.43104
F,17,Schwartz,162.56,47.62716
M,15,Sanders,180.34,95.25432
F,16,Carey,160.02,62.5957
M,18,Lowery,167.64,68.0388
M,16,Kennedy,165.1,64.41006
M,17,Wagner,182.88,93.43995
F,16,Sharp,165.1,51.2559
F,18,Sawyer,170.18,72.57472
M,15,Choi,165.1,77.11064
M,18,Ford,172.72,54.43104
F,16,Schaefer,165.1,54.43104
M,19,Rowe,180.34,63.50288
M,17,Estes,182.88,63.50288
M,14,Bonilla,165.1,60.32774
F,16,Rowland,162.56,86.18248
F,15,Boone,162.56,50.8023
M,16,Joseph,170.18,61.23492
F,19,Webster,180.34,74.84268
M,17,Henderson,182.88,72.57472
F,15,Reeves,170.18,57.15259
F,18,Clements,167.64,72.57472
M,18,Bass,187.96,108.8621
F,16,Martin,160.02,56.699
F,16,Barajas,162.56,68.0388
F,15,Christian,162.56,49.89512
F,17,Beltran,152.4,45.3592
F,17,Klein,172.72,58.96696
M,16,Michael,162.56,54.43104
F,19,Shea,167.64,68.0388
M,16,Adkins,177.8,61.23492
F,18,Fox,157.48,52.16308
F,17,Beck,180.34,67.13162
M,15,Palmer,175.26,65.77084
F,19,Simpson,154.94,56.699
F,16,Cruz,160.02,49.89512
M,15,Petersen,187.96,72.57472
M,18,Ingram,172.72,63.50288
F,15,Ray,149.86,43.09124
M,16,Garza,187.96,65.77084
F,17,Russell,160.02,56.699
F,18,Hood,160.02,63.50288
F,17,Gaines,149.86,46.26638
F,17,Cunningham,167.64,74.84268
M,16,Burnett,175.26,113.398
M,18,Schmidt,162.56,63.50288
F,16,Huffman,152.4,45.3592
M,16,Dodson,167.64,61.23492
F,15,Hooper,160.02,81.64656
F,15,Hensley,157.48,48.53434
F,15,Castro,160.02,49.89512
F,18,Hogan,167.64,58.96696
F,15,Sampson,167.64,63.50288
F,17,Holland,157.48,56.699
M,15,Villegas,172.72,65.77084
M,17,Benson,172.72,70.30676
M,15,Gillespie,175.26,65.77084
M,17,Koch,180.34,79.3786
F,20,Bartlett,170.18,68.0388
M,17,Mack,175.26,58.96696
M,15,Gamble,165.1,58.96696
F,17,Ochoa,157.48,52.16308
F,19,Irwin,190.5,81.64656
F,18,Rosario,162.56,58.96696
F,15,Spears,160.02,54.43104
F,19,Pugh,160.02,58.96696
F,15,Decker,162.56,58.96696
F,18,Sexton,172.72,63.50288
F,15,Bishop,170.18,60.32774
M,15,Parks,185.42,117.9339
F,18,Kemp,170.18,61.23492
F,15,Walsh,162.56,52.16308
M,16,Richard,175.26,77.11064
M,15,Barrera,167.64,58.96696
M,19,Hurley,177.8,95.25432
M,16,Garrett,177.8,70.30676
M,19,Allen,185.42,85.72889
F,15,Sanford,175.26,61.23492
M,19,Duran,187.96,90.7184
M,15,Rubio,185.42,65.77084
F,17,Ferrell,162.56,61.23492
F,15,Hall,165.1,52.16308
F,14,Ramirez,165.1,51.70949
F,17,Faulkner,177.8,65.77084
M,18,Fischer,175.26,63.50288
F,15,Crawford,160.02,45.3592
M,17,Kim,162.56,49.89512
F,16,Olsen,162.56,49.89512
M,17,Combs,177.8,70.30676
M,15,Wu,180.34,68.0388
M,17,Conley,177.8,81.64656
M,18,Cisneros,177.8,120.2019
M,17,Guerra,167.64,72.57472
M,17,Contreras,177.8,61.23492
M,19,Jenkins,175.26,70.30676
F,17,Neal,165.1,49.89512
M,17,Morrow,167.64,63.50288
F,15,Hahn,165.1,47.62716
F,18,Bennett,157.48,58.96696
F,18,Francis,154.94,58.51337
F,19,Bates,167.64,99.79024
M,16,Stewart,177.8,95.25432
F,16,Mahoney,162.56,49.89512
F,16,Banks,160.02,86.18248
M,19,Collier,162.56,58.96696
F,16,Bowers,177.8,99.79024
F,18,Ware,162.56,53.52386
F,19,Underwood,162.56,52.16308
F,18,Flowers,162.56,61.23492
M,19,Byrd,182.88,102.0582
M,16,Luna,177.8,81.64656
M,16,Wong,175.26,81.64656
M,18,Avila,175.26,86.18248
M,15,Winters,180.34,61.23492
F,17,Parsons,160.02,68.0388
M,15,Hart,175.26,90.7184
M,17,Leblanc,162.56,56.699
M,14,Montgomery,165.1,51.70949
M,16,Salazar,170.18,56.699
F,19,Daugherty,160.02,72.57472
M,17,Porter,182.88,70.30676
F,16,Sparks,160.02,43.99842
M,18,Rasmussen,182.88,74.84268
M,16,Vaughn,167.64,52.16308
M,16,Morgan,167.64,68.0388
M,17,Lamb,167.64,61.23492
M,16,Hurst,167.64,54.43104
M,19,Tanner,177.8,68.0388
F,15,Hutchinson,162.56,54.43104
M,16,Chung,177.8,63.50288
M,16,Abbott,172.72,63.50288
M,17,Hull,187.96,61.23492
F,15,Solis,165.1,56.699
F,18,Sandoval,165.1,70.30676
F,15,Key,170.18,81.64656
F,18,Bautista,160.02,52.16308
M,18,Stafford,180.34,99.79024
M,19,Snyder,185.42,90.7184
M,18,Mercer,190.5,79.3786
M,16,Roberson,190.5,79.3786
F,17,Durham,167.64,-0.90718
M,18,Landry,180.34,68.0388
M,17,Leach,180.34,68.0388
F,16,Zimmerman,157.48,70.30676
M,17,Carter,165.1,58.96696
M,15,Garrison,185.42,71.21394
M,17,Stephens,180.34,79.3786
M,15,Newman,165.1,62.1421
F,15,Griffin,160.02,90.7184
F,18,Gilmore,167.64,62.1421
M,18,Solomon,180.34,74.84268
F,17,Lindsey,152.4,53.52386
F,19,Paul,162.56,55.79182
M,16,Campos,172.72,68.0388
F,19,Donaldson,162.56,54.43104
M,16,Goodman,193.04,78.92501
F,19,Fitzpatrick,160.02,56.699
F,16,Green,160.02,58.96696
M,16,Armstrong,182.88,77.11064
F,19,Gonzalez,170.18,68.0388
M,17,Brock,175.26,62.1421
M,17,Cooley,180.34,74.84268
F,16,Velazquez,157.48,89.81122
F,17,Mckay,162.56,74.84268
F,20,Rivers,165.1,61.23492
F,18,Avery,167.64,58.96696
M,17,Bowen,190.5,100.2438
M,15,Valencia,190.5,113.398
F,15,Burton,162.56,91.62558
F,16,Holloway,170.18,53.97745
M,18,Juarez,187.96,81.64656
F,15,Acevedo,154.94,68.0388
F,16,Foley,162.56,52.61667
M,15,Lawson,165.1,61.23492
F,18,Cabrera,157.48,58.96696
M,15,Lloyd,180.34,-0.90718
M,19,Rollins,190.5,83.91452
F,18,Lane,160.02,54.43104
M,16,Wiggins,172.72,68.0388
F,16,Ellis,172.72,58.96696
F,17,Kirk,162.56,52.16308
F,16,Zuniga,154.94,49.89512
M,16,Mcdowell,172.72,70.76035
M,19,Frank,172.72,67.58521
F,16,Kaufman,157.48,50.8023
M,16,Travis,167.64,58.96696
F,17,Rush,175.26,58.96696
F,19,Nixon,167.64,70.30676
F,17,Vang,157.48,58.96696
M,19,Gibson,185.42,68.0388
M,16,Best,175.26,65.77084
F,19,Harrell,160.02,52.16308
F,15,Melendez,175.26,52.16308
M,19,Shannon,177.8,74.84268
M,17,Fletcher,175.26,68.0388
F,19,Friedman,162.56,-0.90718
F,17,Frederick,160.02,58.96696
M,17,Le,167.64,-0.90718
M,19,Blevins,180.34,-0.90718
M,17,Stevenson,180.34,74.84268
F,15,Peterson,154.94,52.16308
M,19,Lozano,182.88,97.52228
F,16,Chapman,170.18,58.96696
F,19,Fischer,167.64,-0.90718
F,17,Richardson,162.56,66.22443
F,17,Dennis,149.86,79.3786
F,15,Montgomery,167.64,54.43104
F,15,Clay,157.48,-0.90718
F,18,Bean,154.94,43.09124
F,16,Kerr,152.4,53.52386
M,19,Cordova,170.18,68.94598
F,17,Key,142.24,45.3592
M,16,Sampson,182.88,95.25432
F,15,Walls,157.48,43.09124
M,18,Snyder,165.1,90.7184
M,18,Ortiz,170.18,63.50288
F,16,Weiss,160.02,47.62716
M,17,Price,177.8,61.23492
F,16,Farrell,157.48,47.62716
M,14,Horn,149.86,31.75144
F,19,Lowery,170.18,62.1421
F,15,Oneill,167.64,68.0388
F,19,Calhoun,160.02,47.62716
F,15,Torres,160.02,54.43104
M,19,Burch,190.5,95.25432
F,14,Stephens,160.02,50.8023
M,17,Hutchinson,182.88,62.5957
M,16,Terrell,187.96,70.76035
M,19,Blevins,180.34,95.25432
F,17,Hartman,172.72,70.76035
F,15,Anthony,172.72,63.50288
M,16,Whitney,187.96,63.50288
M,15,Logan,182.88,61.23492
M,16,Casey,180.34,96.6151
F,16,Bailey,162.56,57.60618
F,14,Villanueva,160.02,56.699
M,15,Decker,187.96,63.50288
F,18,Edwards,172.72,51.2559
M,15,Moyer,167.64,56.699
M,16,Avila,165.1,64.41006
M,19,Davies,185.42,63.50288
F,17,Blackburn,154.94,58.96696
F,16,Spencer,162.56,56.24541
F,17,Austin,157.48,54.43104
F,15,Wilcox,160.02,56.699
M,20,Reese,182.88,90.7184
F,18,Trevino,162.56,54.43104
F,16,Hayes,162.56,43.09124
M,15,Ray,180.34,72.57472
F,15,Benjamin,162.56,54.43104
F,19,Lang,157.48,54.43104
F,17,Pruitt,152.4,44.90561
F,16,Abbott,162.56,52.16308
M,17,Escobar,185.42,83.91452
F,15,Shea,157.48,56.699
M,19,Ingram,180.34,78.92501
M,18,Kaufman,175.26,61.23492
M,17,Willis,175.26,56.699
F,17,Chan,154.94,49.89512
M,18,Houston,182.88,72.57472
M,19,Hardin,180.34,95.25432
M,16,Vazquez,167.64,58.96696
M,17,Sandoval,175.26,86.18248
F,16,Swanson,162.56,45.3592
F,20,Ruiz,172.72,58.96696
M,19,Parrish,177.8,79.3786
M,18,Hardy,172.72,81.64656
F,16,Choi,162.56,62.5957
M,18,Todd,172.72,65.77084
M,15,Brock,180.34,99.79024
M,18,Jefferson,182.88,74.84268
F,16,Ritter,167.64,63.50288
M,16,Sanchez,182.88,90.7184
F,18,Owen,167.64,65.77084
M,15,Landry,175.26,65.77084
F,17,Carpenter,162.56,91.17199
M,17,Boyle,177.8,72.57472
M,17,Horton,177.8,70.30676
M,15,Freeman,170.18,-0.90718
F,17,Hughes,157.48,61.23492
F,19,Lam,170.18,63.50288
M,17,Stuart,182.88,68.0388
M,19,Bowen,172.72,70.30676
M,16,Shaw,162.56,61.23492
M,19,Greene,180.34,65.77084
F,16,Pacheco,170.18,57.60618
F,16,Valencia,170.18,63.50288
M,17,Hernandez,172.72,81.64656
F,18,Hawkins,154.94,53.52386
M,18,Bonilla,175.26,73.4819
M,19,Mcconnell,162.56,63.50288
M,17,Nichols,182.88,83.91452
F,15,Morse,162.56,65.77084
M,18,Lamb,185.42,83.00734
M,19,Blake,170.18,76.20346
M,16,Schmidt,175.26,81.64656
F,19,Glover,165.1,61.23492
M,16,Holt,180.34,72.57472
F,18,French,160.02,83.91452
M,16,Schmitt,170.18,63.50288
F,19,Gomez,162.56,72.57472
F,15,Rodriguez,185.42,84.8217
M,17,Adkins,180.34,78.47142
M,17,Quinn,175.26,61.23492
F,16,Howell,170.18,60.32774
M,16,Pearson,180.34,68.0388
M,19,Larsen,180.34,58.96696
F,16,Wiley,170.18,-0.90718
M,15,Meyer,172.72,58.96696
M,17,Pollard,180.34,62.5957
M,19,Mercer,167.64,81.64656
F,17,Cooley,167.64,71.21394
M,18,Morris,177.8,68.0388
M,16,Barton,185.42,65.77084
M,15,Rice,165.1,95.25432
F,18,Shelton,162.56,81.64656
M,17,Mcintosh,180.34,65.77084
F,19,Stanton,157.48,53.07026
M,18,Martinez,165.1,74.84268
F,19,Randolph,152.4,55.79182
M,19,Barr,180.34,99.79024
F,16,Roth,162.56,49.89512
M,20,Gaines,177.8,72.57472
F,15,Jones,152.4,54.43104
M,19,Tapia,182.88,74.84268
M,16,Mckee,180.34,63.50288
M,16,Nolan,187.96,72.57472
M,16,Bentley,167.64,68.0388
M,16,Dunlap,185.42,77.11064
M,17,Conley,185.42,81.64656
M,16,Short,180.34,58.96696
F,16,Fuller,157.48,52.16308
M,16,Guerra,177.8,72.57472
M,17,Hunter,172.72,64.86366
F,18,Moon,160.02,53.07026
F,15,Bates,162.56,54.43104
M,18,Gardner,177.8,83.91452
F,19,Harding,162.56,65.77084
M,17,Hays,147.32,63.50288
F,15,Nixon,160.02,49.89512
F,19,Harper,162.56,61.23492
M,17,Wheeler,175.26,61.23492
M,18,Randall,182.88,68.0388
M,18,Vaughn,170.18,83.91452
F,15,Reynolds,177.8,49.89512
F,17,Cook,160.02,56.699
F,16,Goodwin,170.18,55.33822
F,17,Gentry,167.64,54.43104
M,15,Gordon,177.8,81.64656
M,16,Petersen,182.88,83.91452
M,18,Cooper,182.88,58.96696
M,15,Santos,170.18,57.60618
M,17,Cunningham,170.18,61.23492
M,15,Fletcher,175.26,84.36811
F,19,Mccormick,157.48,47.62716
F,16,Hubbard,175.26,58.96696
M,18,Savage,177.8,74.84268
F,19,Hodge,167.64,77.11064
F,18,Fernandez,180.34,65.31725
M,18,Johns,160.02,65.77084
F,17,Bowers,177.8,63.50288
M,19,Mcguire,182.88,90.7184
F,19,Zamora,162.56,63.50288
F,16,Lambert,154.94,74.84268
F,19,Odonnell,162.56,57.15259
M,17,Underwood,182.88,106.5941
M,17,Maxwell,175.26,63.50288
M,17,Shannon,175.26,61.23492
M,15,Grant,172.72,58.96696
F,18,Waller,154.94,63.50288
M,16,Bennett,172.72,58.96696
M,18,Booker,190.5,80.73938
F,18,Ayala,160.02,52.16308
M,16,Hickman,185.42,70.30676
M,16,Newton,172.72,81.64656
M,16,Vang,170.18,68.0388
F,18,Baxter,172.72,63.50288
M,19,Garrett,182.88,77.11064
F,17,Stout,167.64,70.76035
M,18,Wong,182.88,74.84268
M,15,Dominguez,193.04,97.52228
F,20,Mendoza,177.8,58.96696
F,16,Stevens,157.48,49.89512
M,19,Andrews,175.26,90.7184
M,17,Park,185.42,90.7184
M,15,Cisneros,180.34,72.57472
M,15,Case,182.88,79.3786
M,19,Moss,193.04,74.84268
M,18,Keith,193.04,90.7184
F,18,Dillon,165.1,58.05978
F,15,Boyd,160.02,56.699
F,16,Rowe,165.1,63.50288
F,17,Patrick,160.02,58.96696
M,18,Rush,187.96,63.50288
F,19,Hendricks,172.72,99.79024
F,19,Rivera,160.02,47.62716
F,16,Buckley,162.56,49.89512
F,17,Jarvis,160.02,49.89512
F,19,Hall,162.56,68.0388
F,16,Manning,172.72,58.96696
F,17,Brewer,172.72,63.50288
M,15,Huynh,170.18,79.3786
F,15,Bauer,160.02,90.7184
M,19,Olsen,185.42,86.18248
M,17,Hinton,170.18,64.41006
F,17,Galvan,172.72,95.25432
M,15,Lynch,172.72,58.96696
F,19,Tanner,175.26,77.11064
F,17,Kidd,154.94,56.699
M,16,Sanford,193.04,149.2318
F,17,Kelley,162.56,65.77084
F,19,Navarro,177.8,63.50288
F,18,Beard,167.64,58.96696
F,18,James,167.64,62.5957
F,16,Branch,154.94,45.3592
M,19,Banks,185.42,83.91452
F,17,Becker,165.1,58.96696
M,19,Allen,172.72,68.0388
M,15,Parsons,170.18,58.51337
F,17,Mcfarland,165.1,54.43104
F,18,Schneider,162.56,65.31725
M,18,Esparza,177.8,70.76035
M,16,Clayton,187.96,145.1494
M,19,Andersen,180.34,77.11064
M,18,Holmes,180.34,65.31725
F,16,Martin,157.48,52.16308
F,20,Haney,167.64,81.64656
F,16,Gibson,165.1,68.0388
M,17,Arias,180.34,127.0058
M,16,Weeks,175.26,74.84268
F,16,Wells,165.1,58.96696
M,18,Snow,175.26,58.05978
M,16,Brennan,170.18,49.89512
M,15,Thompson,175.26,61.23492
F,19,Salazar,157.48,52.16308
F,17,Irwin,152.4,46.71998
F,15,Watson,152.4,47.62716
M,18,Stone,182.88,106.1405
M,18,Cannon,165.1,54.43104
M,17,Schwartz,167.64,69.39958
F,19,Ward,170.18,58.96696
M,18,Oliver,182.88,77.11064
M,17,Zimmerman,162.56,60.32774
M,20,Davis,175.26,78.92501
M,15,Lyons,170.18,72.57472
F,16,Cabrera,162.56,70.30676
F,18,Goodman,152.4,58.05978
F,15,Meadows,170.18,52.16308
M,16,Hensley,187.96,77.11064
M,17,Collins,182.88,90.7184
F,15,Hamilton,152.4,68.0388
M,19,Mathews,180.34,99.79024
M,15,Patel,180.34,72.57472
M,16,Burgess,177.8,56.699
F,15,Beasley,154.94,45.3592
F,19,Beltran,177.8,61.23492
M,16,Warner,165.1,56.699
M,15,Vance,180.34,90.7184
M,17,Phillips,185.42,120.2019
F,16,Juarez,167.64,63.50288
F,17,Robles,167.64,49.89512
F,18,Mendez,152.4,44.90561
F,17,Browning,160.02,49.44153
F,15,Elliott,149.86,68.0388
F,19,Harvey,154.94,46.71998
M,17,Whitehead,137.16,52.16308
F,19,Mccall,154.94,48.98794
F,19,Hess,157.48,45.3592
F,15,Adams,157.48,-0.90718
M,16,Brown,170.18,69.39958
M,16,Pierce,177.8,79.3786
M,15,Wang,177.8,79.3786
M,17,Singh,167.64,66.67802
F,19,Murphy,160.02,72.57472
F,15,Robinson,160.02,58.51337
M,19,Leach,195.58,84.8217
M,16,Chandler,180.34,63.50288
M,16,Levy,177.8,72.57472
M,17,Morrison,165.1,68.0388
M,15,Benitez,182.88,81.64656
M,16,Crawford,172.72,-0.90718
F,19,Zuniga,170.18,72.57472
F,19,Roach,172.72,61.23492
F,17,Barber,172.72,58.96696
F,15,Love,172.72,50.34871
F,17,Mccullough,167.64,63.50288
F,17,Barry,154.94,43.09124
M,16,Solomon,177.8,68.0388
M,16,Kennedy,180.34,72.12113
F,17,Davila,167.64,81.64656
F,17,Parks,167.64,56.699
M,16,Barajas,182.88,72.57472
F,17,Williams,154.94,44.45202
F,16,Schultz,157.48,71.21394
F,16,Madden,162.56,85.2753
M,18,Zhang,165.1,81.64656
M,17,Christensen,167.64,57.60618
F,15,Jackson,160.02,49.89512
F,19,Moran,160.02,52.61667
F,18,Floyd,177.8,59.42055
F,17,Rojas,172.72,47.62716
F,17,Downs,170.18,55.79182
F,15,Montes,165.1,51.70949
M,19,Armstrong,182.88,74.84268
M,17,Nelson,190.5,86.18248
F,15,Russo,167.64,61.23492
F,17,Bond,170.18,77.11064
M,16,Monroe,172.72,77.11064
F,18,Nicholson,167.64,56.699
F,18,Castillo,167.64,68.0388
M,16,Villegas,172.72,70.30676
F,18,Ali,165.1,61.23492
F,17,Pitts,165.1,65.77084
M,15,Gould,182.88,81.64656
M,16,Grimes,182.88,68.0388
F,16,Doyle,154.94,50.8023
M,19,Wall,177.8,63.50288
F,18,Crane,170.18,61.23492
F,18,Walter,160.02,53.52386
M,16,Huber,175.26,63.50288
F,18,Serrano,157.48,56.699
F,18,Turner,167.64,61.23492
M,16,Mahoney,182.88,79.3786
M,19,Sweeney,180.34,72.57472
M,16,Shaffer,185.42,88.45044
M,18,Ortega,182.88,75.29627
F,15,May,154.94,52.16308
M,15,Mays,167.64,52.16308
M,18,Harmon,175.26,74.84268
F,15,Palmer,162.56,52.16308
M,19,Hester,185.42,79.83219
F,15,Davidson,165.1,56.699
M,15,Khan,172.72,74.84268
F,18,Lucas,165.1,46.71998
M,17,Bradshaw,180.34,61.23492
M,15,Carney,162.56,-0.90718
F,17,Dickerson,152.4,110.2229
M,15,Rogers,170.18,135.1704
F,16,Alexander,170.18,108.4085
M,15,Cobb,177.8,81.64656
M,19,Lane,177.8,63.50288
F,16,Cowan,162.56,58.05978
F,18,Myers,172.72,71.66754
F,15,Best,167.64,66.67802
M,16,Farmer,190.5,80.73938
F,19,Blankenship,170.18,56.699
F,16,Mueller,167.64,66.67802
M,15,Santiago,162.56,63.50288
M,18,Mooney,180.34,86.18248
M,15,Booth,172.72,77.11064
M,19,Yu,172.72,61.23492
M,16,Dyer,165.1,56.699
M,15,Potter,162.56,61.23492
F,18,Alvarado,167.64,56.699
M,19,Salinas,180.34,65.77084
F,16,Ponce,160.02,49.89512
F,16,Ballard,167.64,63.50288
M,17,Mills,180.34,104.3262
F,17,Kent,162.56,54.43104
M,16,Pennington,172.72,72.57472
F,19,Norris,162.56,53.52386
F,19,Lindsey,160.02,52.16308
F,17,Wolf,154.94,54.43104
F,17,Chung,165.1,48.53434
F,15,Cochran,162.56,49.44153
F,19,Foster,170.18,68.0388
F,17,Rivers,162.56,61.23492
F,19,Knox,162.56,72.57472
F,15,Henson,165.1,-0.90718
M,18,Middleton,180.34,77.11064
F,16,House,162.56,49.89512
M,15,Gallegos,160.02,63.50288
F,15,Chang,160.02,51.2559
M,15,Steele,177.8,86.18248
F,16,Briggs,147.32,61.23492
M,19,Dorsey,175.26,71.21394
F,17,Cross,170.18,98.42946
F,15,Huang,165.1,-0.90718
F,15,Melton,165.1,-0.90718
M,17,George,180.34,70.30676
M,19,Coffey,167.64,68.0388
F,19,Anderson,160.02,58.96696
F,16,Fox,162.56,52.16308
M,16,Newman,177.8,68.0388
M,15,Mason,182.88,61.23492
F,18,Haas,172.72,77.11064
M,17,Conner,187.96,79.3786
F,18,Powers,170.18,56.699
M,19,Peterson,190.5,86.18248
M,19,Aguirre,193.04,99.79024
F,16,Sutton,175.26,63.50288
M,17,Brandt,182.88,87.54326
F,17,Villarreal,170.18,54.43104
F,19,Macias,157.48,42.18406
M,16,Berger,167.64,49.89512
M,16,Cuevas,182.88,61.23492
F,16,Gonzales,177.8,58.96696
F,16,Moore,152.4,49.89512
F,15,Gates,152.4,42.18406
F,14,Krause,160.02,53.07026
F,16,Scott,152.4,42.18406
F,17,Mcbride,157.48,56.699
F,15,Perkins,152.4,49.89512
M,17,Bass,170.18,-0.90718
F,16,Mcmillan,167.64,-0.90718
M,18,Pittman,187.96,99.79024
M,16,Schroeder,182.88,61.23492
M,15,Wagner,170.18,55.33822
F,19,Aguilar,162.56,61.23492
M,15,Dodson,180.34,77.11064
M,18,Bishop,175.26,113.398
M,16,Holland,175.26,113.398
M,19,Hayden,175.26,73.4819
M,16,Wright,182.88,115.666
F,15,Ramsey,162.56,74.84268
M,17,Douglas,175.26,68.0388
M,17,Villa,160.02,56.699
M,15,Garner,165.1,56.699
M,15,Velazquez,157.48,54.43104
M,15,Hanson,170.18,62.5957
M,16,Kirby,175.26,61.68851
M,16,Hoover,175.26,72.57472
F,15,Peters,170.18,99.79024
F,17,Calderon,152.4,54.43104
F,17,Buck,170.18,65.77084
M,18,Gonzalez,193.04,54.43104
F,17,Moreno,134.62,43.99842
M,17,Clements,172.72,72.57472
F,16,Miller,170.18,49.89512
F,18,Benson,157.48,46.71998
F,19,Leonard,154.94,48.98794
F,15,Odom,157.48,45.3592
M,18,Baird,177.8,95.25432
M,16,Craig,182.88,70.30676
M,19,Hogan,172.72,58.96696
F,19,Donovan,165.1,65.77084
M,19,Black,172.72,58.96696
F,17,Arroyo,147.32,43.54483
F,15,Young,149.86,52.16308
M,16,Gibbs,167.64,56.699
F,17,Taylor,172.72,99.79024
F,15,Clarke,167.64,58.96696
M,18,Gilmore,172.72,63.50288
F,16,Pham,170.18,52.16308
M,17,Gutierrez,185.42,90.7184
F,18,Estes,170.18,61.23492
F,16,Koch,170.18,61.23492
F,19,Hammond,162.56,90.7184
F,17,Franco,172.72,108.8621
M,16,Bradford,160.02,63.50288
M,17,Lopez,177.8,63.50288
F,18,Stokes,149.86,47.62716
F,17,Clark,165.1,61.23492
F,14,Cortez,165.1,43.09124
F,19,Huff,165.1,58.96696
F,19,Wilkins,147.32,63.50288
F,16,Walker,167.64,61.68851
F,17,Parker,175.26,62.1421
F,17,Hopkins,167.64,52.16308
F,17,Bernard,172.72,90.7184
F,19,Reid,162.56,54.43104
M,16,Shepard,170.18,81.64656
M,16,Walters,187.96,70.30676
M,19,Shah,180.34,113.398
M,18,Herman,170.18,65.77084
M,15,Russell,177.8,72.57472
M,18,Ware,177.8,81.64656
F,15,Soto,167.64,61.23492
M,16,Bush,187.96,72.57472
F,15,Braun,170.18,58.96696
M,17,Bryant,167.64,70.30676
M,16,Webster,165.1,95.25432
F,17,Long,175.26,63.50288
F,18,Cummings,172.72,58.96696
M,17,Bartlett,187.96,81.64656
M,15,Moses,170.18,74.84268
F,19,Powell,160.02,58.96696
F,15,Duran,165.1,56.699
M,19,Stephenson,185.42,77.11064
M,16,Mack,165.1,61.23492
M,19,Leblanc,180.34,74.84268
F,15,Simmons,157.48,53.07026
M,17,Delacruz,180.34,72.57472
F,16,Campos,172.72,53.07026
F,16,Fry,167.64,52.16308
M,18,Payne,182.88,65.77084
F,18,Huffman,152.4,54.43104
M,18,Thomas,180.34,64.86366
M,17,Hodges,187.96,79.3786
F,17,Mullen,154.94,57.60618
M,18,Mcgrath,172.72,71.21394
M,19,Contreras,182.88,68.0388
F,17,Owens,167.64,53.07026
M,18,Wise,185.42,74.84268
M,16,Morton,175.26,-0.90718
M,19,Sosa,180.34,86.18248
M,17,Lloyd,175.26,79.3786
M,15,Michael,170.18,72.57472
F,16,Chen,162.56,53.07026
M,16,Hebert,187.96,92.98636
M,19,Pratt,177.8,72.57472
M,18,Wu,182.88,113.398
F,15,Vega,167.64,-0.90718
M,16,Velez,182.88,77.11064
M,18,Rosales,180.34,74.84268
M,18,Carter,182.88,65.77084
M,15,Mcgee,160.02,54.43104
M,15,Conway,180.34,90.7184
F,18,Gamble,162.56,54.43104
F,19,Mata,160.02,58.96696
F,17,Heath,157.48,57.15259
F,15,Duncan,160.02,54.43104
F,17,Oconnell,172.72,72.57472
F,18,Daugherty,170.18,54.43104
M,15,Wood,185.42,68.0388
M,19,Mccarty,180.34,81.64656
F,17,Valentine,172.72,54.43104
M,15,Garrison,182.88,70.30676
F,17,Carrillo,172.72,59.87414
F,17,Jennings,167.64,65.77084
M,18,Bridges,177.8,79.3786
F,19,Wallace,175.26,54.43104
M,19,Petty,190.5,113.398
F,18,Lawson,182.88,113.398
M,19,Mayo,198.12,113.398
F,17,Hurst,160.02,56.699
M,18,Harrington,165.1,52.16308
M,16,Lutz,165.1,48.08075
F,15,Frye,167.64,54.43104
F,15,Sparks,170.18,60.32774
F,15,Howe,170.18,60.32774
M,18,Church,177.8,74.84268
M,15,Johnston,185.42,72.57472
M,16,Bryan,175.26,58.96696
F,19,Sheppard,132.08,-0.90718
M,17,David,180.34,72.57472
M,17,Marquez,177.8,65.77084
M,15,Francis,175.26,79.3786
F,19,Woods,172.72,62.5957
M,17,Cantu,182.88,74.38909
F,18,Mcclain,160.02,68.0388
F,15,Chase,160.02,58.96696
M,17,Dixon,175.26,58.96696
F,19,Jacobs,170.18,54.88463
M,16,Cohen,167.64,90.7184
M,19,Robbins,175.26,68.0388
F,16,Morales,165.1,83.91452
F,14,Bell,157.48,49.89512
M,16,Spence,177.8,72.57472
M,18,Dunn,185.42,70.30676
F,17,Morrow,160.02,57.15259
F,15,Whitaker,160.02,57.60618
F,16,Alvarez,147.32,68.0388
M,18,Good,177.8,86.18248
M,19,Roy,170.18,62.5957
M,19,Lynn,180.34,92.98636
F,18,Kelly,152.4,61.68851
M,20,Silva,165.1,57.15259
M,17,Townsend,152.4,52.16308
M,17,Cline,180.34,68.94598
F,16,Massey,165.1,58.05978
M,15,Sanders,172.72,74.84268
F,18,Henry,165.1,49.89512
M,15,Hahn,152.4,47.62716
F,17,Ford,177.8,86.18248
M,16,Macdonald,172.72,90.7184
M,19,Bird,180.34,72.57472
F,16,Hull,165.1,45.3592
F,17,Eaton,172.72,72.57472
M,16,Dalton,162.56,65.77084
M,15,Chambers,154.94,52.16308
M,16,Poole,182.88,65.77084
F,15,Weaver,162.56,54.43104
M,17,Patterson,177.8,99.79024
F,17,Williamson,170.18,54.88463
